model_name,repo,imagenet_top1,imagenet_top5,params,layer,hook,accuracy,baseline_accuracy
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,5,skip_layer_ffn,79.59,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,5,skip_layer_ffn_residual,0.2,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,5,skip_layer_ffn_residual_no_residual_attention,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,5,full_layer_skip,79.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,6,skip_layer_atten,79.69,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,6,skip_layer_attention_residual,0.2,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,6,skip_layer_ffn,78.42,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,6,skip_layer_ffn_residual,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,6,skip_layer_ffn_residual_no_residual_attention,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,6,full_layer_skip,79.2,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,7,skip_layer_atten,79.79,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,7,skip_layer_attention_residual,0.68,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,7,skip_layer_ffn,79.49,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,7,skip_layer_ffn_residual,0.29,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,7,skip_layer_ffn_residual_no_residual_attention,0.59,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,7,full_layer_skip,79.98,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,8,skip_layer_atten,79.88,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,8,skip_layer_attention_residual,1.86,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,8,skip_layer_ffn,79.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,8,skip_layer_ffn_residual,2.05,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,8,skip_layer_ffn_residual_no_residual_attention,0.39,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,8,full_layer_skip,78.12,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,9,skip_layer_atten,79.79,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,9,skip_layer_attention_residual,13.57,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,9,skip_layer_ffn,78.52,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,9,skip_layer_ffn_residual,33.5,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,9,skip_layer_ffn_residual_no_residual_attention,14.06,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,9,full_layer_skip,77.25,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,10,skip_layer_atten,79.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,10,skip_layer_attention_residual,75.39,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,10,skip_layer_ffn,77.54,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,10,skip_layer_ffn_residual,61.82,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,10,skip_layer_ffn_residual_no_residual_attention,69.24,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,10,full_layer_skip,75.98,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,11,skip_layer_atten,76.46,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,11,skip_layer_attention_residual,73.05,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,11,skip_layer_ffn,79.88,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,11,skip_layer_ffn_residual,0.1,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,11,skip_layer_ffn_residual_no_residual_attention,0.0,80.27
DeiT-base 384,facebook/deit-base-patch16-384,82.9,96.2,87M,11,full_layer_skip,74.61,80.27
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,0,skip_layer_atten,30.66,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,0,skip_layer_attention_residual,0.59,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,0,skip_layer_ffn,1.27,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,0,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,0,skip_layer_ffn_residual_no_residual_attention,1.17,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,0,full_layer_skip,0.39,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,1,skip_layer_atten,78.91,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,1,skip_layer_attention_residual,0.1,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,1,skip_layer_ffn,83.89,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,1,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,1,skip_layer_ffn_residual_no_residual_attention,0.29,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,1,full_layer_skip,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,2,skip_layer_atten,82.13,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,2,skip_layer_attention_residual,0.1,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,2,skip_layer_ffn,84.08,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,2,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,2,skip_layer_ffn_residual_no_residual_attention,0.2,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,2,full_layer_skip,83.69,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,3,skip_layer_atten,82.52,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,3,skip_layer_attention_residual,0.0,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,3,skip_layer_ffn,83.79,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,3,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,3,skip_layer_ffn_residual_no_residual_attention,0.1,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,3,full_layer_skip,84.08,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,4,skip_layer_atten,82.42,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,4,skip_layer_attention_residual,0.68,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,4,skip_layer_ffn,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,4,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,4,skip_layer_ffn_residual_no_residual_attention,0.29,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,4,full_layer_skip,83.4,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,5,skip_layer_atten,83.01,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,5,skip_layer_attention_residual,0.29,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,5,skip_layer_ffn,84.08,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,5,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,5,skip_layer_ffn_residual_no_residual_attention,0.29,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,5,full_layer_skip,82.91,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,6,skip_layer_atten,82.62,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,6,skip_layer_attention_residual,23.63,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,6,skip_layer_ffn,82.81,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,6,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,6,skip_layer_ffn_residual_no_residual_attention,0.39,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,6,full_layer_skip,82.81,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,7,skip_layer_atten,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,7,skip_layer_attention_residual,43.95,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,7,skip_layer_ffn,83.89,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,7,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,7,skip_layer_ffn_residual_no_residual_attention,12.79,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,7,full_layer_skip,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,8,skip_layer_atten,83.01,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,8,skip_layer_attention_residual,38.09,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,8,skip_layer_ffn,83.01,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,8,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,8,skip_layer_ffn_residual_no_residual_attention,11.04,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,8,full_layer_skip,83.11,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,9,skip_layer_atten,83.4,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,9,skip_layer_attention_residual,49.9,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,9,skip_layer_ffn,83.59,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,9,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,9,skip_layer_ffn_residual_no_residual_attention,19.53,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,9,full_layer_skip,83.11,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,10,skip_layer_atten,83.01,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,10,skip_layer_attention_residual,41.31,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,10,skip_layer_ffn,83.69,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,10,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,10,skip_layer_ffn_residual_no_residual_attention,14.16,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,10,full_layer_skip,83.89,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,11,skip_layer_atten,84.18,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,11,skip_layer_attention_residual,52.34,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,11,skip_layer_ffn,84.18,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,11,skip_layer_ffn_residual,83.98,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,11,skip_layer_ffn_residual_no_residual_attention,32.32,83.98
DeiT-base distilled 384,facebook/deit-base-distilled-patch16-384,85.2,97.2,88M,11,full_layer_skip,83.79,83.98
